Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
5,12.8,5,11.4,Yes,Yes,19,No,133.4,1st phase - general contingent,Yes,154.0,Graduate
6,12.5,6,13.0,Yes,Yes,19,No,126.2,1st phase - general contingent,Yes,137.0,Graduate
7,13.671428571428573,7,13.671428571428573,Yes,Yes,18,No,127.8,1st phase - general contingent,No,151.0,Graduate
5,12.8,6,12.666666666666666,Yes,Yes,21,No,150.0,Technological specialization diploma holders,No,150.0,Graduate
1,13.0,2,10.0,No,No,20,No,113.7,1st phase - general contingent,Yes,121.0,Dropout
5,12.333333333333334,5,13.5,Yes,No,20,No,117.8,2nd phase - general contingent,Yes,122.0,Graduate
8,13.55,7,12.67,Yes,No,19,No,136.7,1st phase - general contingent,No,143.0,Graduate
6,15.428571428571429,6,14.5,Yes,No,20,No,144.7,1st phase - general contingent,No,152.0,Graduate
8,15.3875,7,13.685714285714283,Yes,No,18,No,139.8,2nd phase - general contingent,Yes,145.0,Graduate
3,10.666666666666666,5,11.0,Yes,No,20,No,113.7,Transfer,No,120.0,Dropout
5,13.2,7,11.555555555555555,No,No,29,Yes,140.0,Holders of other higher courses,No,140.0,Dropout
8,13.775,7,13.79714285714286,Yes,Yes,18,No,142.3,1st phase - general contingent,No,143.0,Enrolled
7,13.812857142857142,7,14.00375,Yes,Yes,20,No,119.6,1st phase - general contingent,Yes,129.0,Graduate
4,11.4,4,12.0,Yes,Yes,22,No,123.7,1st phase - special contingent (Madeira Island),Yes,139.0,Graduate
6,14.166666666666666,5,14.166666666666666,Yes,Yes,47,No,143.0,1st phase - general contingent,Yes,133.1,Graduate
5,13.8,5,14.0,Yes,No,31,No,100.1,Change of institution/course,No,127.0,Graduate
6,12.833333333333334,5,13.8,Yes,Yes,21,No,119.4,1st phase - general contingent,No,126.0,Graduate
6,11.857142857142858,5,12.8,Yes,No,21,No,122.1,1st phase - general contingent,No,128.0,Graduate
6,13.833333333333334,6,12.166666666666666,Yes,No,24,No,100.0,Over 23 years old,No,100.0,Graduate
6,12.333333333333334,6,12.5,Yes,No,18,No,113.9,2nd phase - general contingent,No,123.0,Enrolled
4,11.5,4,12.0,Yes,No,32,No,101.0,Over 23 years old,No,170.0,Graduate
6,11.5,6,10.833333333333334,Yes,Yes,19,No,111.8,3rd phase - general contingent,Yes,117.0,Graduate
8,13.385,8,13.385,Yes,No,24,No,140.0,Over 23 years old,Yes,140.0,Graduate
6,14.5,6,15.666666666666666,Yes,No,19,No,124.4,2nd phase - general contingent,Yes,123.0,Graduate
6,13.833333333333334,6,14.333333333333334,Yes,Yes,19,Yes,150.0,Technological specialization diploma holders,No,150.0,Graduate
5,13.0,6,11.428571428571429,Yes,No,24,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
6,11.666666666666666,6,11.666666666666666,Yes,Yes,18,No,116.0,2nd phase - general contingent,Yes,123.0,Graduate
2,11.333333333333334,5,12.0,Yes,Yes,19,No,135.6,1st phase - general contingent,Yes,130.0,Dropout
7,14.725714285714288,7,14.725714285714288,Yes,Yes,19,No,121.0,1st phase - general contingent,No,137.0,Graduate
6,13.666666666666666,6,14.166666666666666,Yes,Yes,18,No,118.7,2nd phase - general contingent,Yes,126.0,Graduate
6,12.333333333333334,6,11.571428571428571,Yes,No,18,No,125.7,1st phase - general contingent,Yes,125.0,Graduate
8,13.1375,7,12.5,Yes,No,20,No,107.1,2nd phase - general contingent,Yes,112.0,Graduate
8,12.86,8,12.86,Yes,No,18,No,125.5,1st phase - general contingent,No,141.0,Graduate
6,13.714285714285714,6,12.25,Yes,No,18,No,127.0,2nd phase - general contingent,Yes,135.0,Graduate
5,12.2,4,12.0,Yes,Yes,21,No,113.5,1st phase - general contingent,Yes,117.0,Graduate
8,16.168888888888887,7,15.116666666666667,Yes,Yes,18,No,154.4,1st phase - general contingent,No,160.0,Graduate
4,10.25,2,12.5,No,No,18,Yes,122.0,Change of institution/course,No,136.0,Dropout
0,0.0,0,0.0,Yes,No,19,No,128.0,2nd phase - general contingent,Yes,143.0,Dropout
4,11.0,4,11.0,Yes,No,19,No,115.5,1st phase - general contingent,Yes,119.0,Enrolled
4,14.6,6,11.875,Yes,No,18,No,117.2,2nd phase - general contingent,Yes,120.0,Graduate
0,0.0,1,11.0,Yes,No,34,No,150.0,Over 23 years old,Yes,150.0,Dropout
5,13.2,5,15.2,Yes,No,19,No,155.3,1st phase - general contingent,No,142.0,Graduate
2,11.0,5,11.6,No,No,19,Yes,120.0,Technological specialization diploma holders,Yes,120.0,Dropout
6,15.142857142857142,6,14.833333333333334,Yes,No,26,Yes,116.1,Change of institution/course,No,160.0,Graduate
3,11.333333333333334,3,11.333333333333334,Yes,No,21,No,118.9,2nd phase - general contingent,Yes,133.1,Dropout
5,11.8,5,11.2,Yes,Yes,18,No,127.3,2nd phase - general contingent,No,142.0,Graduate
5,13.666666666666666,5,13.4,Yes,Yes,20,No,113.7,2nd phase - general contingent,Yes,121.0,Graduate
0,0.0,2,10.5,Yes,No,25,No,118.5,Change of institution/course,No,135.0,Dropout
5,16.4,5,16.2,Yes,No,18,No,146.7,1st phase - general contingent,No,153.0,Graduate
8,14.88181818181818,7,14.542857142857144,Yes,Yes,18,No,124.3,1st phase - general contingent,Yes,140.0,Graduate
8,14.355555555555554,7,13.694285714285714,Yes,No,19,No,137.8,1st phase - general contingent,No,152.0,Graduate
6,11.857142857142858,6,11.285714285714286,Yes,Yes,18,No,130.2,1st phase - general contingent,No,120.0,Graduate
6,13.083333333333334,6,11.757142857142856,Yes,No,20,No,147.8,2nd phase - general contingent,No,160.0,Enrolled
0,0.0,0,0.0,No,No,26,Yes,150.0,Holders of other higher courses,No,150.0,Dropout
7,13.058571428571428,7,13.058571428571428,Yes,Yes,19,No,100.0,Transfer,Yes,100.0,Graduate
8,14.055555555555555,7,14.3,Yes,No,19,No,155.6,1st phase - general contingent,No,150.0,Graduate
8,12.0,5,11.8,Yes,No,19,No,117.4,Change of course,No,124.0,Graduate
3,13.0,3,10.333333333333334,Yes,No,19,No,128.8,1st phase - special contingent (Azores Island),Yes,141.0,Enrolled
3,11.666666666666666,6,10.571428571428571,Yes,No,18,No,117.5,1st phase - general contingent,Yes,121.0,Graduate
6,13.333333333333334,6,13.333333333333334,Yes,No,19,No,120.4,Change of course,Yes,134.0,Graduate
5,11.0,6,11.857142857142858,Yes,No,18,Yes,130.9,1st phase - general contingent,No,134.0,Graduate
5,11.4,5,12.6,Yes,No,18,No,125.0,1st phase - general contingent,Yes,132.0,Enrolled
5,11.6,5,14.0,Yes,No,18,No,136.8,1st phase - general contingent,Yes,135.0,Enrolled
6,12.666666666666666,5,12.0,Yes,No,18,No,121.6,1st phase - general contingent,Yes,123.0,Enrolled
0,0.0,0,0.0,Yes,No,26,Yes,151.0,Technological specialization diploma holders,No,151.0,Dropout
6,13.0,6,12.0,Yes,No,20,No,103.5,1st phase - general contingent,Yes,107.0,Graduate
6,11.666666666666666,6,12.666666666666666,Yes,No,19,No,119.4,1st phase - general contingent,No,126.0,Graduate
6,13.666666666666666,6,12.166666666666666,Yes,Yes,18,No,134.4,1st phase - general contingent,Yes,133.0,Graduate
6,14.666666666666666,6,13.333333333333334,Yes,No,19,No,143.0,Technological specialization diploma holders,No,140.0,Graduate
7,14.571428571428571,7,15.0,Yes,No,40,Yes,110.0,Holders of other higher courses,No,110.0,Graduate
8,13.39125,8,13.39125,Yes,Yes,18,No,132.5,1st phase - general contingent,Yes,141.0,Graduate
6,12.428571428571429,5,12.166666666666666,Yes,No,19,No,114.7,2nd phase - general contingent,No,122.0,Graduate
4,12.5,4,11.25,Yes,No,18,No,166.9,2nd phase - general contingent,No,156.0,Graduate
3,12.0,4,12.0,Yes,No,19,No,125.9,1st phase - general contingent,Yes,129.0,Enrolled
0,0.0,0,0.0,Yes,No,18,No,178.3,1st phase - general contingent,Yes,188.0,Dropout
6,12.857142857142858,6,12.833333333333334,Yes,No,33,No,117.0,Over 23 years old,Yes,120.0,Graduate
6,13.1,6,14.0,Yes,No,35,No,150.0,Over 23 years old,No,130.0,Graduate
2,12.0,4,13.0,Yes,No,26,No,130.0,Transfer,Yes,130.0,Enrolled
6,12.5,6,13.5,Yes,No,18,No,135.1,1st phase - general contingent,Yes,140.0,Graduate
9,12.307692307692308,13,10.692307692307692,Yes,No,36,No,110.0,Change of course,No,110.0,Enrolled
5,11.666666666666666,5,11.0,Yes,No,39,No,136.2,Over 23 years old,No,133.1,Graduate
6,13.833333333333334,6,13.0,Yes,No,44,No,116.0,Over 23 years old,No,120.0,Graduate
4,11.25,5,12.0,Yes,No,20,No,100.0,1st phase - general contingent,No,96.0,Enrolled
4,11.5,4,12.6,Yes,No,24,No,116.3,1st phase - general contingent,Yes,117.0,Dropout
6,13.333333333333334,6,13.666666666666666,Yes,Yes,20,No,134.0,Change of course,No,123.0,Graduate
0,0.0,0,0.0,No,No,19,No,124.2,1st phase - general contingent,Yes,127.0,Dropout
6,14.2,6,14.2,Yes,Yes,18,Yes,134.5,1st phase - general contingent,No,151.0,Graduate
0,0.0,5,11.0,No,No,22,Yes,120.7,1st phase - general contingent,No,127.0,Dropout
6,16.428571428571427,6,15.0,Yes,No,18,No,127.1,2nd phase - general contingent,Yes,133.0,Graduate
7,13.44285714285714,6,12.585714285714284,Yes,No,24,No,133.0,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,33,No,128.2,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,Yes,30,Yes,130.0,Over 23 years old,No,133.1,Enrolled
0,0.0,0,0.0,Yes,No,26,No,172.0,Over 23 years old,No,160.0,Dropout
6,11.833333333333334,6,11.666666666666666,Yes,No,18,No,128.5,2nd phase - general contingent,Yes,140.0,Graduate
2,10.0,3,12.666666666666666,Yes,No,19,Yes,128.5,1st phase - general contingent,No,146.0,Dropout
4,11.0,3,10.333333333333334,Yes,No,20,No,112.0,2nd phase - general contingent,Yes,112.0,Enrolled
7,13.714285714285714,8,13.5,Yes,Yes,22,No,142.5,Short cycle diploma holders,Yes,140.0,Graduate
5,13.98,5,13.98,Yes,No,19,No,133.0,1st phase - general contingent,Yes,136.0,Enrolled
6,15.75,6,16.153846153846153,Yes,Yes,21,No,106.0,1st phase - general contingent,Yes,133.1,Graduate
6,14.033333333333331,6,14.033333333333331,Yes,Yes,21,No,125.5,1st phase - general contingent,Yes,136.0,Graduate
5,11.2,1,11.0,Yes,No,19,No,131.2,2nd phase - general contingent,No,134.0,Enrolled
6,13.666666666666666,7,13.857142857142858,Yes,Yes,19,No,112.9,1st phase - general contingent,Yes,122.0,Graduate
7,13.414285714285716,7,13.414285714285716,Yes,No,18,No,124.8,1st phase - general contingent,Yes,138.0,Dropout
7,13.571428571428571,11,13.545454545454543,Yes,No,50,No,140.9,Change of course,No,160.0,Graduate
4,10.833333333333334,4,11.25,Yes,Yes,31,No,148.0,Over 23 years old,No,130.0,Enrolled
6,14.428571428571429,6,13.833333333333334,Yes,Yes,19,No,148.4,2nd phase - general contingent,No,161.0,Graduate
5,12.857142857142858,5,12.0,Yes,No,35,No,129.7,Over 23 years old,No,140.0,Graduate
0,0.0,0,0.0,Yes,No,31,No,128.2,Over 23 years old,No,133.1,Dropout
10,12.8,10,11.9,Yes,No,42,Yes,104.0,Change of institution/course,No,133.1,Enrolled
0,0.0,0,0.0,No,No,34,No,119.9,3rd phase - general contingent,Yes,130.0,Dropout
8,15.287499999999998,7,15.135714285714286,Yes,Yes,18,No,141.0,1st phase - general contingent,Yes,152.0,Graduate
6,13.333333333333334,7,12.285714285714286,No,Yes,18,No,116.6,2nd phase - general contingent,Yes,125.0,Enrolled
2,13.5,5,12.666666666666666,Yes,No,21,No,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
6,10.978571428571428,5,12.74,Yes,Yes,26,No,140.0,Over 23 years old,No,133.1,Dropout
8,13.75,6,13.25,Yes,No,20,No,100.0,Change of course,No,170.0,Enrolled
3,10.333333333333334,3,10.333333333333334,Yes,No,19,No,121.0,1st phase - general contingent,No,135.0,Enrolled
6,13.166666666666666,6,13.428571428571429,Yes,Yes,19,No,117.0,1st phase - general contingent,No,125.0,Graduate
8,11.11111111111111,9,12.555555555555555,Yes,No,20,No,140.2,Short cycle diploma holders,No,140.0,Graduate
6,11.166666666666666,6,11.5,Yes,No,19,No,129.3,1st phase - general contingent,No,124.0,Graduate
6,12.333333333333334,6,13.666666666666666,Yes,No,18,No,145.3,1st phase - general contingent,No,140.0,Graduate
10,12.0,11,11.272727272727272,Yes,No,28,No,146.2,Over 23 years old,No,130.0,Graduate
5,12.4,5,13.166666666666666,Yes,No,22,No,122.5,2nd phase - general contingent,Yes,134.0,Enrolled
6,14.166666666666666,6,14.666666666666666,Yes,Yes,21,No,156.1,Technological specialization diploma holders,No,160.0,Graduate
1,11.0,4,12.75,Yes,No,21,No,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
5,12.14,5,11.2,Yes,No,26,No,140.0,Over 23 years old,No,150.0,Enrolled
5,11.4,5,13.0,No,No,18,Yes,128.4,1st phase - general contingent,Yes,141.0,Dropout
2,12.333333333333334,2,10.5,No,No,20,No,115.0,2nd phase - general contingent,No,120.0,Dropout
6,14.0,6,14.857142857142858,Yes,No,18,No,158.7,2nd phase - general contingent,No,166.0,Graduate
7,12.86,7,12.86,Yes,Yes,19,No,124.5,1st phase - general contingent,Yes,147.0,Graduate
11,12.0,11,11.727272727272728,Yes,No,20,No,111.9,Change of institution/course,Yes,121.0,Graduate
3,12.0,6,13.142857142857142,Yes,Yes,22,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
4,13.714285714285714,5,11.8,Yes,No,18,Yes,114.2,2nd phase - general contingent,Yes,124.0,Dropout
0,0.0,3,10.666666666666666,Yes,No,19,No,96.0,2nd phase - general contingent,Yes,96.0,Dropout
4,11.2,5,11.6,Yes,Yes,18,No,128.9,2nd phase - general contingent,No,125.0,Enrolled
3,10.333333333333334,3,10.333333333333334,Yes,No,20,No,121.7,2nd phase - general contingent,Yes,136.0,Enrolled
3,11.0,4,12.25,Yes,No,19,No,114.8,1st phase - general contingent,Yes,120.0,Enrolled
4,12.75,6,12.0,Yes,No,19,No,127.0,1st phase - general contingent,No,128.0,Enrolled
7,14.731428571428571,7,14.731428571428571,Yes,No,19,No,131.3,2nd phase - general contingent,Yes,142.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,137.1,1st phase - general contingent,Yes,135.0,Graduate
12,14.25,13,13.615384615384617,Yes,No,21,No,120.0,Holders of other higher courses,Yes,120.0,Graduate
5,14.8,5,15.8,Yes,No,27,No,139.0,Over 23 years old,No,140.0,Graduate
6,14.571428571428571,6,14.666666666666666,Yes,No,19,No,129.1,2nd phase - general contingent,No,135.0,Graduate
0,0.0,0,0.0,Yes,No,25,No,128.2,Over 23 years old,No,133.1,Dropout
7,14.654285714285717,7,14.654285714285717,Yes,Yes,18,No,120.8,1st phase - general contingent,Yes,137.0,Graduate
7,12.401428571428571,7,12.401428571428571,Yes,No,24,No,135.8,Over 23 years old,No,122.0,Graduate
7,14.071428571428571,7,11.5875,Yes,No,20,No,118.9,1st phase - general contingent,Yes,128.0,Graduate
5,15.6,5,14.0,Yes,No,26,No,140.0,Holders of other higher courses,No,140.0,Graduate
6,11.833333333333334,6,12.333333333333334,Yes,Yes,20,No,127.1,1st phase - general contingent,Yes,132.0,Graduate
5,15.4,5,14.0,Yes,No,18,No,137.0,1st phase - general contingent,No,131.0,Graduate
6,12.375,6,15.23076923076923,Yes,No,19,No,127.4,1st phase - general contingent,Yes,126.0,Graduate
3,11.0,5,11.6,Yes,No,23,No,97.0,1st phase - general contingent,Yes,133.1,Dropout
6,11.6,6,11.6,Yes,Yes,18,No,126.3,1st phase - general contingent,Yes,136.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,127.5,1st phase - general contingent,No,140.0,Dropout
8,13.094444444444443,7,12.901428571428571,Yes,Yes,19,No,126.6,1st phase - general contingent,No,135.0,Graduate
5,14.8,7,14.142857142857142,Yes,No,30,No,120.0,Transfer,No,160.0,Graduate
0,0.0,0,0.0,Yes,No,29,No,140.0,Technological specialization diploma holders,Yes,140.0,Dropout
8,13.25375,8,13.25375,Yes,No,19,No,131.5,1st phase - general contingent,Yes,140.0,Graduate
8,14.1,7,13.785714285714286,Yes,No,20,No,112.2,2nd phase - general contingent,Yes,115.0,Graduate
6,13.916666666666666,6,13.916666666666666,Yes,No,20,No,150.5,1st phase - general contingent,No,144.0,Graduate
6,13.571428571428571,6,13.5,Yes,No,19,No,121.0,1st phase - general contingent,Yes,128.0,Graduate
2,10.666666666666666,3,11.333333333333334,Yes,No,20,No,112.2,2nd phase - general contingent,Yes,116.0,Enrolled
0,0.0,0,0.0,Yes,No,21,No,129.4,1st phase - general contingent,Yes,135.0,Dropout
4,14.6,5,11.5,Yes,No,19,No,114.4,2nd phase - general contingent,No,121.0,Graduate
7,12.082857142857142,7,12.082857142857142,Yes,Yes,18,No,120.3,1st phase - general contingent,Yes,134.0,Graduate
5,12.8,6,11.833333333333334,Yes,Yes,27,No,120.0,Over 23 years old,No,120.0,Graduate
5,12.4,5,13.4,Yes,Yes,19,No,114.5,2nd phase - general contingent,Yes,125.0,Graduate
0,0.0,0,0.0,Yes,Yes,19,No,127.8,1st phase - general contingent,No,141.0,Dropout
6,14.571428571428571,5,14.2,Yes,No,19,No,124.6,1st phase - general contingent,Yes,140.0,Graduate
7,13.814285714285717,7,13.814285714285717,Yes,Yes,18,No,130.3,1st phase - general contingent,Yes,144.0,Graduate
6,10.5,4,11.25,Yes,Yes,20,No,118.2,2nd phase - general contingent,No,122.0,Enrolled
6,13.666666666666666,6,14.5,Yes,Yes,18,No,118.8,1st phase - general contingent,No,130.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,133.0,1st phase - general contingent,Yes,133.1,Dropout
6,11.3,6,11.3,Yes,No,36,No,129.0,Over 23 years old,Yes,133.1,Graduate
1,16.0,0,0.0,Yes,No,18,No,100.0,Change of course,No,147.0,Enrolled
3,12.0,1,12.0,Yes,No,18,Yes,120.7,Change of course,Yes,127.0,Enrolled
7,12.3,7,12.3,Yes,No,19,No,132.5,2nd phase - general contingent,Yes,136.0,Graduate
7,12.694285714285714,7,12.694285714285714,Yes,Yes,18,No,120.3,1st phase - general contingent,Yes,127.0,Graduate
4,11.0,4,11.0,Yes,No,18,No,114.6,2nd phase - general contingent,No,123.0,Graduate
6,14.166666666666666,6,13.0,Yes,Yes,19,No,116.5,1st phase - general contingent,Yes,128.0,Graduate
8,16.05,7,14.4125,Yes,Yes,19,No,127.8,1st phase - general contingent,No,128.0,Graduate
8,14.0625,7,12.92875,Yes,No,18,No,129.9,1st phase - general contingent,Yes,140.0,Dropout
5,12.8,6,13.333333333333334,Yes,No,20,No,118.9,1st phase - general contingent,Yes,121.0,Graduate
5,12.8,5,12.8,Yes,Yes,20,No,114.3,1st phase - general contingent,Yes,122.0,Enrolled
7,14.402857142857142,7,14.402857142857142,Yes,No,20,No,114.8,3rd phase - general contingent,Yes,126.0,Graduate
7,13.381428571428572,7,13.381428571428572,Yes,Yes,18,No,123.0,1st phase - general contingent,Yes,135.0,Graduate
8,13.98375,7,14.13125,Yes,No,18,No,122.1,1st phase - general contingent,Yes,131.0,Graduate
5,12.6,5,11.714285714285714,Yes,No,19,No,123.7,2nd phase - general contingent,No,140.0,Graduate
4,11.25,5,11.8,Yes,No,19,No,132.4,1st phase - general contingent,Yes,131.0,Enrolled
2,11.0,6,11.166666666666666,Yes,No,44,No,114.8,Over 23 years old,No,130.0,Graduate
0,0.0,0,0.0,Yes,No,32,No,130.0,Holders of other higher courses,No,130.0,Dropout
5,12.0,5,13.6,Yes,No,22,No,122.3,Change of course,No,140.0,Dropout
11,14.090909090909092,12,13.846153846153848,Yes,No,36,No,152.4,Over 23 years old,Yes,130.0,Graduate
6,13.333333333333334,6,12.5,Yes,Yes,18,No,120.1,2nd phase - general contingent,No,125.0,Graduate
5,14.6,5,16.4,Yes,No,20,No,155.1,1st phase - general contingent,Yes,160.0,Graduate
11,13.454545454545457,11,13.818181818181818,Yes,Yes,20,No,124.5,Change of institution/course,No,130.0,Graduate
4,10.5,5,10.6,Yes,No,19,No,126.9,2nd phase - general contingent,No,144.0,Graduate
5,12.2,5,10.2,Yes,No,24,Yes,153.2,Over 23 years old,Yes,133.1,Graduate
4,10.4,5,10.6,Yes,No,20,No,129.8,2nd phase - general contingent,No,148.0,Enrolled
5,10.8,9,11.444444444444445,Yes,No,27,No,135.0,Change of course,No,133.1,Dropout
8,12.625,5,14.333333333333334,Yes,No,20,No,131.3,1st phase - general contingent,Yes,133.0,Enrolled
13,13.266666666666667,16,13.0,Yes,Yes,23,No,125.2,Change of course,No,129.0,Graduate
8,13.31,8,13.31,Yes,Yes,18,No,141.3,1st phase - general contingent,Yes,144.0,Graduate
5,12.2,5,10.571428571428571,Yes,Yes,18,No,117.1,2nd phase - general contingent,Yes,120.0,Graduate
7,13.487142857142857,7,13.487142857142857,Yes,Yes,20,No,126.5,2nd phase - general contingent,Yes,144.0,Graduate
6,11.833333333333334,6,12.333333333333334,Yes,Yes,20,No,120.1,1st phase - general contingent,No,132.0,Graduate
5,12.833333333333334,6,11.875,Yes,No,23,No,128.4,1st phase - general contingent,No,142.0,Dropout
6,13.966666666666669,6,13.966666666666669,Yes,No,20,No,140.0,1st phase - general contingent,Yes,136.0,Graduate
0,0.0,0,0.0,No,No,28,No,110.0,Over 23 years old,Yes,133.1,Dropout
5,12.8,4,11.5,Yes,No,21,No,116.8,1st phase - general contingent,Yes,122.0,Graduate
0,0.0,2,12.5,Yes,No,21,No,104.5,1st phase - general contingent,Yes,133.1,Dropout
0,0.0,0,0.0,Yes,No,28,No,140.0,Holders of other higher courses,No,140.0,Dropout
7,13.225,6,11.98,Yes,No,18,No,113.2,1st phase - general contingent,No,117.0,Graduate
5,11.8,5,13.2,Yes,Yes,21,No,118.6,2nd phase - general contingent,Yes,128.0,Enrolled
8,14.0375,6,11.614285714285714,Yes,No,19,No,123.8,1st phase - general contingent,No,136.0,Graduate
7,14.314285714285717,7,14.314285714285717,Yes,Yes,18,No,126.7,3rd phase - general contingent,Yes,141.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,133.8,1st phase - general contingent,No,130.0,Dropout
2,13.0,6,12.666666666666666,Yes,No,20,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
7,12.128571428571428,6,12.766666666666666,Yes,Yes,20,No,100.6,1st phase - general contingent,Yes,102.0,Graduate
5,12.2,6,12.666666666666666,Yes,Yes,18,No,132.7,2nd phase - general contingent,No,126.0,Graduate
4,10.571428571428571,6,11.5,Yes,No,20,No,106.6,Change of course,Yes,125.0,Dropout
4,11.75,5,11.4,Yes,No,31,No,140.4,Over 23 years old,No,120.0,Dropout
8,14.4775,7,14.70625,Yes,Yes,19,No,128.3,2nd phase - general contingent,Yes,132.0,Graduate
7,13.542857142857144,6,11.814285714285717,Yes,Yes,19,No,118.6,1st phase - general contingent,Yes,128.0,Graduate
6,11.875,6,13.0,Yes,No,23,No,123.4,1st phase - general contingent,No,115.0,Graduate
